python_expression,natural_language
((33 * (5 + 33)) - 1) - (6 + 12 + 19),"add 5 and 33, multiply that by 33, then subtract 1, then subtract the sum of 6, 12, and 19."
((33 * (5 + 33)) - 1) - (38 - 14),"add 5 and 33, multiply that by 33, then subtract 1, then subtract the difference of 38 and 14."
((33 * (5 + 33)) - 1) * (6 + 12),"add 5 and 33, multiply that by 33, then subtract 1, then multiply that by the sum of 6 and 12."
((33 * (5 + 33)) - 1) + (42 + 9),"add 5 and 33, multiply that by 33, then subtract 1, then add the sum of 42 and 9."
((33 * (5 + 33)) - 1) + (26 + 31),"add 5 and 33, multiply that by 33, then subtract 1, then add the sum of 26 and 31."
((33 * (5 + 33)) - 1) * 9,"add 5 and 33, multiply that by 33, then subtract 1, then multiply that by 9."
(18 + 40) * 17 + 12 - 40,"add 18 and 40, multiply that by 17, then add 12, then subtract 40."
((18 + 40) * 17 + 12 - 40) - (46 + 2),"add 18 and 40, multiply that by 17, then add 12, then subtract 40, then subtract the sum of 46 and 2."
((18 + 40) * 17 + 12 - 40) + 15,"add 18 and 40, multiply that by 17, then add 12, then subtract 40, then add 15."
((18 + 40) * 17 + 12 - 40) * 5,"add 18 and 40, multiply that by 17, then add 12, then subtract 40, then multiply that by 5."
((18 + 40) * 17 + 12 - 40) - (21 + 12 + 23),"add 18 and 40, multiply that by 17, then add 12, then subtract 40, then subtract the sum of 21, 12, and 23."
((18 + 40) * 17 + 12 - 40) + (14 + 42),"add 18 and 40, multiply that by 17, then add 12, then subtract 40, then add the sum of 14 and 42."
((18 + 40) * 17 + 12 - 40) * (11 + 17),"add 18 and 40, multiply that by 17, then add 12, then subtract 40, then multiply that by the sum of 11 and 17."
((18 + 40) * 17 + 12 - 40) * (8 * 5),"add 18 and 40, multiply that by 17, then add 12, then subtract 40, then multiply that by the product of 8 and 5."
((18 + 40) * 17 + 12 - 40) - (17 + 26),"add 18 and 40, multiply that by 17, then add 12, then subtract 40, then subtract the sum of 17 and 26."
((18 + 40) * 17 + 12 - 40) - 12,"add 18 and 40, multiply that by 17, then add 12, then subtract 40, then subtract 12."
(5 + 15) * 6 - (10 + 37),"add 5 and 15, multiply that by 6, then subtract the sum of 10 and 37."
((5 + 15) * 6 - (10 + 37)) - (4 + 29 + 14),"add 5 and 15, multiply that by 6, then subtract the sum of 10 and 37, then subtract the sum of 4, 29, and 14."
((5 + 15) * 6 - (10 + 37)) + (3 * 2),"add 5 and 15, multiply that by 6, then subtract the sum of 10 and 37, then add the product of 3 and 2."
((5 + 15) * 6 - (10 + 37)) + (2 + 29 + 6),"add 5 and 15, multiply that by 6, then subtract the sum of 10 and 37, then add the sum of 2, 29, and 6."
((5 + 15) * 6 - (10 + 37)) - (29 + 14 + 11),"add 5 and 15, multiply that by 6, then subtract the sum of 10 and 37, then subtract the sum of 29, 14, and 11."
((5 + 15) * 6 - (10 + 37)) - (5 * 10),"add 5 and 15, multiply that by 6, then subtract the sum of 10 and 37, then subtract the product of 5 and 10."
((5 + 15) * 6 - (10 + 37)) * (5 + 4),"add 5 and 15, multiply that by 6, then subtract the sum of 10 and 37, then multiply that by the sum of 5 and 4."
((5 + 15) * 6 - (10 + 37)) - (36 - 12),"add 5 and 15, multiply that by 6, then subtract the sum of 10 and 37, then subtract the difference of 36 and 12."
((5 + 15) * 6 - (10 + 37)) - 24,"add 5 and 15, multiply that by 6, then subtract the sum of 10 and 37, then subtract 24."
((5 + 15) * 6 - (10 + 37)) + (38 + 42),"add 5 and 15, multiply that by 6, then subtract the sum of 10 and 37, then add the sum of 38 and 42."
17 * (50 + 8) + 9,"add 50 and 8, multiply that by 17, then add 9."
(17 * (50 + 8) + 9) - (24 + 14),"add 50 and 8, multiply that by 17, then add 9, then subtract the sum of 24 and 14."
(17 * (50 + 8) + 9) - (4 - 26),"add 50 and 8, multiply that by 17, then add 9, then subtract the difference of 4 and 26."
(17 * (50 + 8) + 9) * 6,"add 50 and 8, multiply that by 17, then add 9, then multiply that by 6."
(17 * (50 + 8) + 9) * (7 + 15),"add 50 and 8, multiply that by 17, then add 9, then multiply that by the sum of 7 and 15."
(17 * (50 + 8) + 9) - (18 - 7),"add 50 and 8, multiply that by 17, then add 9, then subtract the difference of 18 and 7."
(17 * (50 + 8) + 9) + (38 - 20),"add 50 and 8, multiply that by 17, then add 9, then add the difference of 38 and 20)."
(17 * (50 + 8) + 9) * 4,"add 50 and 8, multiply that by 17, then add 9, then multiply that by 4."
(17 * (50 + 8) + 9) * 8,"add 50 and 8, multiply that by 17, then add 9, then multiply that by 8."
(17 * (50 + 8) + 9) + 28,"add 50 and 8, multiply that by 17, then add 9, then add 28."
(9 + 10) + (42 * 15) - 28,"add 9 and 10, multiply 42 by 15, add the results, then subtract 28."
((9 + 10) + (42 * 15) - 28) - (39 + 50),"add 9 and 10, multiply 42 by 15, add the results, then subtract 28, then subtract the sum of 39 and 50."
((9 + 10) + (42 * 15) - 28) - 27,"add 9 and 10, multiply 42 by 15, add the results, then subtract 28, then subtract 27."
((9 + 10) + (42 * 15) - 28) + (10 * 10),"add 9 and 10, multiply 42 by 15, add the results, then subtract 28, then add the product of 10 and 10."
((9 + 10) + (42 * 15) - 28) - (2 + 11 + 7),"add 9 and 10, multiply 42 by 15, add the results, then subtract 28, then subtract the sum of 2, 11, and 7."
((9 + 10) + (42 * 15) - 28) + 34,"add 9 and 10, multiply 42 by 15, add the results, then subtract 28, then add 34."
((9 + 10) + (42 * 15) - 28) + 37,"add 9 and 10, multiply 42 by 15, add the results, then subtract 28, then add 37."
((9 + 10) + (42 * 15) - 28) - (13 + 11 + 20),"add 9 and 10, multiply 42 by 15, add the results, then subtract 28, then subtract the sum of 13, 11, and 20."
((9 + 10) + (42 * 15) - 28) * (17 + 2),"add 9 and 10, multiply 42 by 15, add the results, then subtract 28, then multiply that by the sum of 17 and 2."
((9 + 10) + (42 * 15) - 28) - 34,"add 9 and 10, multiply 42 by 15, add the results, then subtract 28, then subtract 34."
12 * (31 + 11 + 19) - 18,"add 31, 11, and 19, multiply that by 12, then subtract 18."
(12 * (31 + 11 + 19) - 18) - (36 + 41),"add 31, 11, and 19, multiply that by 12, then subtract 18, then subtract the sum of 36 and 41."
(12 * (31 + 11 + 19) - 18) + (5 - 19),"add 31, 11, and 19, multiply that by 12, then subtract 18, then add the difference of 5 and 19)."
(12 * (31 + 11 + 19) - 18) * (16 + 7),"add 31, 11, and 19, multiply that by 12, then subtract 18, then multiply that by the sum of 16 and 7."
(12 * (31 + 11 + 19) - 18) + (9 + 2 + 17),"add 31, 11, and 19, multiply that by 12, then subtract 18, then add the sum of 9, 2, and 17."
(12 * (31 + 11 + 19) - 18) - (28 + 3 + 27),"add 31, 11, and 19, multiply that by 12, then subtract 18, then subtract the sum of 28, 3, and 27."
(12 * (31 + 11 + 19) - 18) + (12 * 9),"add 31, 11, and 19, multiply that by 12, then subtract 18, then add the product of 12 and 9."
(12 * (31 + 11 + 19) - 18) * 3,"add 31, 11, and 19, multiply that by 12, then subtract 18, then multiply that by 3."
(12 * (31 + 11 + 19) - 18) - 13,"add 31, 11, and 19, multiply that by 12, then subtract 18, then subtract 13."
(12 * (31 + 11 + 19) - 18) - (28 - 10),"add 31, 11, and 19, multiply that by 12, then subtract 18, then subtract the difference of 28 and 10."
3 * (16 + 38) + 47,"add 16 and 38, multiply that by 3, then add 47."
(3 * (16 + 38) + 47) + 28,"add 16 and 38, multiply that by 3, then add 47, then add 28."
(3 * (16 + 38) + 47) - (5 * 12),"add 16 and 38, multiply that by 3, then add 47, then subtract the product of 5 and 12."
(3 * (16 + 38) + 47) * 7,"add 16 and 38, multiply that by 3, then add 47, then multiply that by 7."
(3 * (16 + 38) + 47) * 3,"add 16 and 38, multiply that by 3, then add 47, then multiply that by 3."
(3 * (16 + 38) + 47) - (5 - 10),"add 16 and 38, multiply that by 3, then add 47, then subtract the difference of 5 and 10."
(3 * (16 + 38) + 47) + (11 - 40),"add 16 and 38, multiply that by 3, then add 47, then add the difference of 11 and 40)."
(3 * (16 + 38) + 47) - (16 + 36),"add 16 and 38, multiply that by 3, then add 47, then subtract the sum of 16 and 36."
(3 * (16 + 38) + 47) - (7 + 26 + 10),"add 16 and 38, multiply that by 3, then add 47, then subtract the sum of 7, 26, and 10."
(3 * (16 + 38) + 47) + (2 + 2),"add 16 and 38, multiply that by 3, then add 47, then add the sum of 2 and 2."
(43 + 48) * (2 - 48) + 19,"add 43 and 48, subtract 48 from 2, multiply the two results, then add 19."
((43 + 48) * (2 - 48) + 19) - (3 * 11),"add 43 and 48, subtract 48 from 2, multiply the two results, then add 19, then subtract the product of 3 and 11."
((43 + 48) * (2 - 48) + 19) * (7 * 5),"add 43 and 48, subtract 48 from 2, multiply the two results, then add 19, then multiply that by the product of 7 and 5."
((43 + 48) * (2 - 48) + 19) + (5 + 37),"add 43 and 48, subtract 48 from 2, multiply the two results, then add 19, then add the sum of 5 and 37."
((43 + 48) * (2 - 48) + 19) + 20,"add 43 and 48, subtract 48 from 2, multiply the two results, then add 19, then add 20."
((43 + 48) * (2 - 48) + 19) - (47 - 9),"add 43 and 48, subtract 48 from 2, multiply the two results, then add 19, then subtract the difference of 47 and 9."
((43 + 48) * (2 - 48) + 19) + (11 * 7),"add 43 and 48, subtract 48 from 2, multiply the two results, then add 19, then add the product of 11 and 7."
((43 + 48) * (2 - 48) + 19) - 14,"add 43 and 48, subtract 48 from 2, multiply the two results, then add 19, then subtract 14."
((43 + 48) * (2 - 48) + 19) + (11 * 10),"add 43 and 48, subtract 48 from 2, multiply the two results, then add 19, then add the product of 11 and 10."
((43 + 48) * (2 - 48) + 19) + (18 + 19),"add 43 and 48, subtract 48 from 2, multiply the two results, then add 19, then add the sum of 18 and 19."
(7 - 46) * (12 + 2) + 34,"subtract 46 from 7, add 12 and 2, multiply the two results, then add 34."
((7 - 46) * (12 + 2) + 34) + (9 * 2),"subtract 46 from 7, add 12 and 2, multiply the two results, then add 34, then add the product of 9 and 2."
((7 - 46) * (12 + 2) + 34) + (36 - 20),"subtract 46 from 7, add 12 and 2, multiply the two results, then add 34, then add the difference of 36 and 20)."
((7 - 46) * (12 + 2) + 34) + (7 * 10),"subtract 46 from 7, add 12 and 2, multiply the two results, then add 34, then add the product of 7 and 10."
((7 - 46) * (12 + 2) + 34) + (5 + 50),"subtract 46 from 7, add 12 and 2, multiply the two results, then add 34, then add the sum of 5 and 50."
((7 - 46) * (12 + 2) + 34) - (12 * 11),"subtract 46 from 7, add 12 and 2, multiply the two results, then add 34, then subtract the product of 12 and 11."
((7 - 46) * (12 + 2) + 34) + 10,"subtract 46 from 7, add 12 and 2, multiply the two results, then add 34, then add 10."
((7 - 46) * (12 + 2) + 34) - (50 + 41),"subtract 46 from 7, add 12 and 2, multiply the two results, then add 34, then subtract the sum of 50 and 41."
((7 - 46) * (12 + 2) + 34) * (2 + 11),"subtract 46 from 7, add 12 and 2, multiply the two results, then add 34, then multiply that by the sum of 2 and 11."
((7 - 46) * (12 + 2) + 34) * (3 * 3),"subtract 46 from 7, add 12 and 2, multiply the two results, then add 34, then multiply that by the product of 3 and 3."
(22 * 4 * 7) + 23,"multiply 22, 4, and 7 together, then add 23."
((22 * 4 * 7) + 23) + (33 + 5),"multiply 22, 4, and 7 together, then add 23, then add the sum of 33 and 5."
((22 * 4 * 7) + 23) + 41,"multiply 22, 4, and 7 together, then add 23, then add 41."
((22 * 4 * 7) + 23) - (5 * 7),"multiply 22, 4, and 7 together, then add 23, then subtract the product of 5 and 7."
((22 * 4 * 7) + 23) - (9 * 8),"multiply 22, 4, and 7 together, then add 23, then subtract the product of 9 and 8."
((22 * 4 * 7) + 23) - (9 - 30),"multiply 22, 4, and 7 together, then add 23, then subtract the difference of 9 and 30."
((22 * 4 * 7) + 23) * 10,"multiply 22, 4, and 7 together, then add 23, then multiply that by 10."
((22 * 4 * 7) + 23) * (10 * 3),"multiply 22, 4, and 7 together, then add 23, then multiply that by the product of 10 and 3."
((22 * 4 * 7) + 23) + 36,"multiply 22, 4, and 7 together, then add 23, then add 36."
((22 * 4 * 7) + 23) - (42 + 3),"multiply 22, 4, and 7 together, then add 23, then subtract the sum of 42 and 3."
(17 + 7) * (20 - 44) + 27,"add 17 and 7, subtract 44 from 20, multiply the two results, then add 27."
((17 + 7) * (20 - 44) + 27) * (5 + 13),"add 17 and 7, subtract 44 from 20, multiply the two results, then add 27, then multiply that by the sum of 5 and 13."
((17 + 7) * (20 - 44) + 27) - 45,"add 17 and 7, subtract 44 from 20, multiply the two results, then add 27, then subtract 45."
((17 + 7) * (20 - 44) + 27) * 2,"add 17 and 7, subtract 44 from 20, multiply the two results, then add 27, then multiply that by 2."
((17 + 7) * (20 - 44) + 27) + (4 + 13),"add 17 and 7, subtract 44 from 20, multiply the two results, then add 27, then add the sum of 4 and 13."
((17 + 7) * (20 - 44) + 27) - 37,"add 17 and 7, subtract 44 from 20, multiply the two results, then add 27, then subtract 37."
((17 + 7) * (20 - 44) + 27) * (20 + 14),"add 17 and 7, subtract 44 from 20, multiply the two results, then add 27, then multiply that by the sum of 20 and 14."
((17 + 7) * (20 - 44) + 27) * (7 + 12),"add 17 and 7, subtract 44 from 20, multiply the two results, then add 27, then multiply that by the sum of 7 and 12."
((17 + 7) * (20 - 44) + 27) * (5 * 5),"add 17 and 7, subtract 44 from 20, multiply the two results, then add 27, then multiply that by the product of 5 and 5."
((17 + 7) * (20 - 44) + 27) * (16 + 18),"add 17 and 7, subtract 44 from 20, multiply the two results, then add 27, then multiply that by the sum of 16 and 18."
(19 + 40) * (37 - 32) + 14,"add 19 and 40, subtract 32 from 37, multiply the two results, then add 14."
((19 + 40) * (37 - 32) + 14) + (2 + 2),"add 19 and 40, subtract 32 from 37, multiply the two results, then add 14, then add the sum of 2 and 2."
((19 + 40) * (37 - 32) + 14) - (37 - 42),"add 19 and 40, subtract 32 from 37, multiply the two results, then add 14, then subtract the difference of 37 and 42."
((19 + 40) * (37 - 32) + 14) - (2 + 9 + 14),"add 19 and 40, subtract 32 from 37, multiply the two results, then add 14, then subtract the sum of 2, 9, and 14."
((19 + 40) * (37 - 32) + 14) + 46,"add 19 and 40, subtract 32 from 37, multiply the two results, then add 14, then add 46."
((19 + 40) * (37 - 32) + 14) + (6 + 3 + 24),"add 19 and 40, subtract 32 from 37, multiply the two results, then add 14, then add the sum of 6, 3, and 24."
((19 + 40) * (37 - 32) + 14) * 6,"add 19 and 40, subtract 32 from 37, multiply the two results, then add 14, then multiply that by 6."
((19 + 40) * (37 - 32) + 14) + (13 + 30 + 29),"add 19 and 40, subtract 32 from 37, multiply the two results, then add 14, then add the sum of 13, 30, and 29."
((19 + 40) * (37 - 32) + 14) + (5 + 32),"add 19 and 40, subtract 32 from 37, multiply the two results, then add 14, then add the sum of 5 and 32."
((19 + 40) * (37 - 32) + 14) + (9 * 11),"add 19 and 40, subtract 32 from 37, multiply the two results, then add 14, then add the product of 9 and 11."
(19 * 14 * 2) + 14,"multiply 19, 14, and 2 together, then add 14."
((19 * 14 * 2) + 14) + (17 - 34),"multiply 19, 14, and 2 together, then add 14, then add the difference of 17 and 34)."
((19 * 14 * 2) + 14) + (30 + 12 + 12),"multiply 19, 14, and 2 together, then add 14, then add the sum of 30, 12, and 12."
((19 * 14 * 2) + 14) - (25 + 11),"multiply 19, 14, and 2 together, then add 14, then subtract the sum of 25 and 11."
((19 * 14 * 2) + 14) + (8 - 3),"multiply 19, 14, and 2 together, then add 14, then add the difference of 8 and 3)."
((19 * 14 * 2) + 14) * (3 + 12),"multiply 19, 14, and 2 together, then add 14, then multiply that by the sum of 3 and 12."
((19 * 14 * 2) + 14) + (5 + 23 + 8),"multiply 19, 14, and 2 together, then add 14, then add the sum of 5, 23, and 8."
((19 * 14 * 2) + 14) * 4,"multiply 19, 14, and 2 together, then add 14, then multiply that by 4."
((19 * 14 * 2) + 14) + (38 - 50),"multiply 19, 14, and 2 together, then add 14, then add the difference of 38 and 50)."
((19 * 14 * 2) + 14) - 37,"multiply 19, 14, and 2 together, then add 14, then subtract 37."
(7 + 1 + 25) * 28 - 9,"add 7, 1, and 25, multiply that sum by 28, then subtract 9."
((7 + 1 + 25) * 28 - 9) - 24,"add 7, 1, and 25, multiply that sum by 28, then subtract 9, then subtract 24."
((7 + 1 + 25) * 28 - 9) - (10 + 38),"add 7, 1, and 25, multiply that sum by 28, then subtract 9, then subtract the sum of 10 and 38."
((7 + 1 + 25) * 28 - 9) - (47 + 18),"add 7, 1, and 25, multiply that sum by 28, then subtract 9, then subtract the sum of 47 and 18."
((7 + 1 + 25) * 28 - 9) - (4 - 24),"add 7, 1, and 25, multiply that sum by 28, then subtract 9, then subtract the difference of 4 and 24."
((7 + 1 + 25) * 28 - 9) - (9 * 7),"add 7, 1, and 25, multiply that sum by 28, then subtract 9, then subtract the product of 9 and 7."
((7 + 1 + 25) * 28 - 9) * 4,"add 7, 1, and 25, multiply that sum by 28, then subtract 9, then multiply that by 4."
